entity,type,source
9 December 2012,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Anthony Caro,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Piero Sraffa,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Stray,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
1920,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
John Madden,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Rosamond Lehmann,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
10 February 2017,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
the University Council,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
Magdalene College,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
American Association of University Professors,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
8 September 2008,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Robinson,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
18 April 2025,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Fitzwilliam Museum,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
6 July 2005,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
the 14th and 15th centuries,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
NZ,GPE,https://en.wikipedia.org/wiki/University_of_Cambridge
Results of Ballot,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
Leedham,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
29 January 2024,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Quentin Skinner,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Paris,GPE,https://en.wikipedia.org/wiki/University_of_Cambridge
12 February 2015,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
E. H. Carr,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
11 August 2009,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Nick Hornby,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
New York,GPE,https://en.wikipedia.org/wiki/University_of_Cambridge
2 November 2013,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
2 December 2008,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
30 April 2011,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Woodcock,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
July 2021,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Tim,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
17 September 2017,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Raymond Williams,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
17 August 2011,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Alfred A. Knopf,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
Eddie Redmayne,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
between 1919 and 1924,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
The Tab,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
4 November 2007,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Rachel Weisz,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Jawaharlal Nehru,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Times,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
John S.,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Times Higher Education,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
Plant-Based Universities.[186,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
John Willis,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Thomas Nashe,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Ernest Rutherford,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Oxford University,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
between 2012 and 2016.[139,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
John Harvard,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Alphabet Inc,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
the first several centuries,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
China,GPE,https://en.wikipedia.org/wiki/University_of_Cambridge
Rosalind Franklin,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
1225,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
the 2019–2020 academic year,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
The Spectator,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
Hughes Hall,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
Dublin,GPE,https://en.wikipedia.org/wiki/University_of_Cambridge
the first third of the 20th century,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Israel,GPE,https://en.wikipedia.org/wiki/University_of_Cambridge
daily,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Queens' College,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
Charles III,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
King's College at Cambridge,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
10 October 2012,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Denmark,GPE,https://en.wikipedia.org/wiki/University_of_Cambridge
Magdalene,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
Rose Ferraby,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Clarendon Press,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
24 October 2012,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Brook Taylor,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Cambridgeshire County Council,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
14 December 2020,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Shepard,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Rajiv Gandhi,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
1 March 2009,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
the International Alliance of Research Universities,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
8 February 2021,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Lucy Cavendish College,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
the mid-1800s,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
15 September 2020,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
8 June 2006,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Eric Idle,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
2002,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Graham Virgo,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
4 March 2016,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
14 February 2005,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
19 August 2016,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Cecil Beaton,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
C. P. Snow,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
BBC World Service,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
the late 1970s,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Nadeem,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
25 June 2024,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
12 April 2021,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
1935,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
the United States,GPE,https://en.wikipedia.org/wiki/University_of_Cambridge
January,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
10 January 2025,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Cornwall,GPE,https://en.wikipedia.org/wiki/University_of_Cambridge
the Regent House,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
Royal Society,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
Stephen Frears,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Cambridge Universe,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
News,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
Edward VII,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
24 May 2009,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Cambridge SU,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
1948,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Vatican,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
Sofía,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
William Oughtred,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
the University Press,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
Darwin,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
1869,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Kelvin,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
University Wits,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
1284,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
April 2011,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Martin,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
20 December 2014,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
1847,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
weekly,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
14 March 2026,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
20 October 2012,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
8 December 2015,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
G. E. Moore,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Cambridge Union,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
7 April 2015,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
2021,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Judi Dench,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Wolfson College,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
Joshi,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Martin Myers,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
5 December 2019,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Cambridge University Press,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
Jessica,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Varsity,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
2023,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
4 January 2014,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
John Eliot Gardiner,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
the Cambridge–MIT Institute,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
1 December 2020,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
15 February 2012,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Trinity College.[207,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
Albert,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Elizabeth Phillips Hughes,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
John Aldrich,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Peter Shaffer,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Amartya Sen.,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Deacon,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
"Trinity College
-",ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
c. 1209,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Robinson,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
BBC News,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
21 years old,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Joan Curran,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
ten-year,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
1994,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Higher Education Policy Institute,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
Regent House.[90,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
Memorials of Cambridge,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
the Cambridge University Reporter,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
Sian Griffiths,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Uganda,GPE,https://en.wikipedia.org/wiki/University_of_Cambridge
J. G. Ballard,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
MIT,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
2018,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Geoffrey Chaucer's,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
King's colleges,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
William Thomson,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
University of Cambridge,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
Downing,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Sheinman,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
St Hilda's College,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
22 March 2016,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Bengal,GPE,https://en.wikipedia.org/wiki/University_of_Cambridge
Murray Edwards College,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
Elizabeth,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Davies,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
CUSU,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
2004,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Polar Museum,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
Pakistan,GPE,https://en.wikipedia.org/wiki/University_of_Cambridge
1885,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Eric Hobsbawm,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
1909,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Christopher Marlowe,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Rowland Atkinson,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
13 September 2020,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
5 February 2021,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Wellington,GPE,https://en.wikipedia.org/wiki/University_of_Cambridge
Cuthbert Lempriere Holthouse,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Sydney,GPE,https://en.wikipedia.org/wiki/University_of_Cambridge
Deborah Prentice,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
26 January 2013,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
recent years,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
U.S.,GPE,https://en.wikipedia.org/wiki/University_of_Cambridge
Ireland,GPE,https://en.wikipedia.org/wiki/University_of_Cambridge
Bertrand Russell,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Arthur Middleton,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
the United Kingdom,GPE,https://en.wikipedia.org/wiki/University_of_Cambridge
The English Historical Review,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
17 February 2009,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
the Department for Education,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
Forfar,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Elsevier,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
Department of Earth Sciences,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
11 November 2013,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
the University of Cambridge[4,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
Freddie Highmore,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Cambridge Judge,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
Andrew Manze,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
H. de Winton,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Clean Bandit,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
113-year,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Anonymous,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Actes du Jubilé de,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
Richard Bentley,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
8 May 2009,DATE,https://en.wikipedia.org/wiki/University_of_Cambridge
Marc Quinn,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
The Independent,ORG,https://en.wikipedia.org/wiki/University_of_Cambridge
Chloe,PERSON,https://en.wikipedia.org/wiki/University_of_Cambridge
Samuel Hartlib.[8,PERSON,https://en.wikipedia.org/wiki/Royal_Society
Cowley,PERSON,https://en.wikipedia.org/wiki/Royal_Society
Michael,PERSON,https://en.wikipedia.org/wiki/Royal_Society
"Interface Focus,[103",ORG,https://en.wikipedia.org/wiki/Royal_Society
29 April 2022,DATE,https://en.wikipedia.org/wiki/Royal_Society
each year.[72,DATE,https://en.wikipedia.org/wiki/Royal_Society
2009-05-14,DATE,https://en.wikipedia.org/wiki/Royal_Society
Telegraph Media Group Limited,ORG,https://en.wikipedia.org/wiki/Royal_Society
Thomas Sprat,PERSON,https://en.wikipedia.org/wiki/Royal_Society
Royal Academy of Engineering,ORG,https://en.wikipedia.org/wiki/Royal_Society
1667,DATE,https://en.wikipedia.org/wiki/Royal_Society
Miller,PERSON,https://en.wikipedia.org/wiki/Royal_Society
Wadham College,ORG,https://en.wikipedia.org/wiki/Royal_Society
"a ""Colledge for the Promoting of Physico-Mathematicall Experimentall Learning",ORG,https://en.wikipedia.org/wiki/Royal_Society
The 18th century,DATE,https://en.wikipedia.org/wiki/Royal_Society
Birch,PERSON,https://en.wikipedia.org/wiki/Royal_Society
Alison Noble,PERSON,https://en.wikipedia.org/wiki/Royal_Society
William Jones,PERSON,https://en.wikipedia.org/wiki/Royal_Society
Ferlier,PERSON,https://en.wikipedia.org/wiki/Royal_Society
Mary Cartwright,PERSON,https://en.wikipedia.org/wiki/Royal_Society
United Kingdom,GPE,https://en.wikipedia.org/wiki/Royal_Society
20th century,DATE,https://en.wikipedia.org/wiki/Royal_Society
March 1877,DATE,https://en.wikipedia.org/wiki/Royal_Society
Gresham College,ORG,https://en.wikipedia.org/wiki/Royal_Society
Syfret,PERSON,https://en.wikipedia.org/wiki/Royal_Society
1741,DATE,https://en.wikipedia.org/wiki/Royal_Society
Jonathan Keating,PERSON,https://en.wikipedia.org/wiki/Royal_Society
23 June 2020,DATE,https://en.wikipedia.org/wiki/Royal_Society
Sumption,PERSON,https://en.wikipedia.org/wiki/Royal_Society
the mid-18th century,DATE,https://en.wikipedia.org/wiki/Royal_Society
The Royal Society Range,LOC,https://en.wikipedia.org/wiki/Royal_Society
the Accademia del Cimento.[19,ORG,https://en.wikipedia.org/wiki/Royal_Society
Bengarve.[62,GPE,https://en.wikipedia.org/wiki/Royal_Society
3 November 2023,DATE,https://en.wikipedia.org/wiki/Royal_Society
Knapton,PERSON,https://en.wikipedia.org/wiki/Royal_Society
Katherine Price,PERSON,https://en.wikipedia.org/wiki/Royal_Society
1624/5.[4,DATE,https://en.wikipedia.org/wiki/Royal_Society
Mark Walport,PERSON,https://en.wikipedia.org/wiki/Royal_Society
Montmor Academy,ORG,https://en.wikipedia.org/wiki/Royal_Society
Henry Oldenburg,PERSON,https://en.wikipedia.org/wiki/Royal_Society
August 2004,DATE,https://en.wikipedia.org/wiki/Royal_Society
John Pringle,PERSON,https://en.wikipedia.org/wiki/Royal_Society
Musk,PERSON,https://en.wikipedia.org/wiki/Royal_Society
Cambridge,ORG,https://en.wikipedia.org/wiki/Royal_Society
The Council,ORG,https://en.wikipedia.org/wiki/Royal_Society
Wendy Elizabeth,PERSON,https://en.wikipedia.org/wiki/Royal_Society
11 December 2009,DATE,https://en.wikipedia.org/wiki/Royal_Society
between 1999 and November 2003,DATE,https://en.wikipedia.org/wiki/Royal_Society
Hardwicke Circle,ORG,https://en.wikipedia.org/wiki/Royal_Society
the Royal Society,ORG,https://en.wikipedia.org/wiki/Royal_Society
1967,DATE,https://en.wikipedia.org/wiki/Royal_Society
the Republic of Letters.[5,ORG,https://en.wikipedia.org/wiki/Royal_Society
Journal of the Royal Society Interface,ORG,https://en.wikipedia.org/wiki/Royal_Society
Neal Stephenson,PERSON,https://en.wikipedia.org/wiki/Royal_Society
The Royal Society and the Government Grant: Notes on the Administration of Scientific Research,ORG,https://en.wikipedia.org/wiki/Royal_Society
1666,DATE,https://en.wikipedia.org/wiki/Royal_Society
Summerson,PERSON,https://en.wikipedia.org/wiki/Royal_Society
1930,DATE,https://en.wikipedia.org/wiki/Royal_Society
Isaac Newton,PERSON,https://en.wikipedia.org/wiki/Royal_Society
1831,DATE,https://en.wikipedia.org/wiki/Royal_Society
1947,DATE,https://en.wikipedia.org/wiki/Royal_Society
Cartwright,PERSON,https://en.wikipedia.org/wiki/Royal_Society
2 April 2019,DATE,https://en.wikipedia.org/wiki/Royal_Society
Scholarly Societies Project,ORG,https://en.wikipedia.org/wiki/Royal_Society
the Royal Society.[57,ORG,https://en.wikipedia.org/wiki/Royal_Society
Martyn,PERSON,https://en.wikipedia.org/wiki/Royal_Society
1663,DATE,https://en.wikipedia.org/wiki/Royal_Society
1749,DATE,https://en.wikipedia.org/wiki/Royal_Society
University of St Andrews,ORG,https://en.wikipedia.org/wiki/Royal_Society
31 July 1960,DATE,https://en.wikipedia.org/wiki/Royal_Society
22 March 1945,DATE,https://en.wikipedia.org/wiki/Royal_Society
2006,DATE,https://en.wikipedia.org/wiki/Royal_Society
Christopher Wren,PERSON,https://en.wikipedia.org/wiki/Royal_Society
Gottfried Leibniz,PERSON,https://en.wikipedia.org/wiki/Royal_Society
the Academy of Sciences,ORG,https://en.wikipedia.org/wiki/Royal_Society
27 January 2015,DATE,https://en.wikipedia.org/wiki/Royal_Society
11 April 2010,DATE,https://en.wikipedia.org/wiki/Royal_Society
1739,DATE,https://en.wikipedia.org/wiki/Royal_Society
the United Kingdom.[84,GPE,https://en.wikipedia.org/wiki/Royal_Society
Supreme Court,ORG,https://en.wikipedia.org/wiki/Royal_Society
Mary,PERSON,https://en.wikipedia.org/wiki/Royal_Society
1 December 2016,DATE,https://en.wikipedia.org/wiki/Royal_Society
1981,DATE,https://en.wikipedia.org/wiki/Royal_Society
The Princess Royal,PERSON,https://en.wikipedia.org/wiki/Royal_Society
6 December 2009,DATE,https://en.wikipedia.org/wiki/Royal_Society
19th century,DATE,https://en.wikipedia.org/wiki/Royal_Society
SET-C,ORG,https://en.wikipedia.org/wiki/Royal_Society
FT,ORG,https://en.wikipedia.org/wiki/Royal_Society
Milton Keynes,GPE,https://en.wikipedia.org/wiki/Royal_Society
7 June 2023,DATE,https://en.wikipedia.org/wiki/Royal_Society
1830,DATE,https://en.wikipedia.org/wiki/Royal_Society
27 October 2020,DATE,https://en.wikipedia.org/wiki/Royal_Society
each year,DATE,https://en.wikipedia.org/wiki/Royal_Society
3 September 1659,DATE,https://en.wikipedia.org/wiki/Royal_Society
Michael Hunter,PERSON,https://en.wikipedia.org/wiki/Royal_Society
William Brouncker,PERSON,https://en.wikipedia.org/wiki/Royal_Society
18 May 2021,DATE,https://en.wikipedia.org/wiki/Royal_Society
Richard Sorrenson,PERSON,https://en.wikipedia.org/wiki/Royal_Society
1 November 2000,DATE,https://en.wikipedia.org/wiki/Royal_Society
annually,DATE,https://en.wikipedia.org/wiki/Royal_Society
12 November 2023,DATE,https://en.wikipedia.org/wiki/Royal_Society
12 November 2020,DATE,https://en.wikipedia.org/wiki/Royal_Society
19 May 2020,DATE,https://en.wikipedia.org/wiki/Royal_Society
22 June 2021,DATE,https://en.wikipedia.org/wiki/Royal_Society
1823,DATE,https://en.wikipedia.org/wiki/Royal_Society
11 February 2017,DATE,https://en.wikipedia.org/wiki/Royal_Society
Charles,PERSON,https://en.wikipedia.org/wiki/Royal_Society
Laputa,LOC,https://en.wikipedia.org/wiki/Royal_Society
the Royal Society.[49][50][51,ORG,https://en.wikipedia.org/wiki/Royal_Society
28 October 2014,DATE,https://en.wikipedia.org/wiki/Royal_Society
1941,DATE,https://en.wikipedia.org/wiki/Royal_Society
the Library Committee,ORG,https://en.wikipedia.org/wiki/Royal_Society
the years 1700,DATE,https://en.wikipedia.org/wiki/Royal_Society
7 July 2004,DATE,https://en.wikipedia.org/wiki/Royal_Society
Abraham Cowley,PERSON,https://en.wikipedia.org/wiki/Royal_Society
1701,DATE,https://en.wikipedia.org/wiki/Royal_Society
1750s,DATE,https://en.wikipedia.org/wiki/Royal_Society
the Royal Society Enterprise Fund,ORG,https://en.wikipedia.org/wiki/Royal_Society
28 December 2009,DATE,https://en.wikipedia.org/wiki/Royal_Society
7 March 2023,DATE,https://en.wikipedia.org/wiki/Royal_Society
23 December 2011,DATE,https://en.wikipedia.org/wiki/Royal_Society
1876,DATE,https://en.wikipedia.org/wiki/Royal_Society
9 October 2014,DATE,https://en.wikipedia.org/wiki/Royal_Society
2012,DATE,https://en.wikipedia.org/wiki/Royal_Society
the 1780s.[35,DATE,https://en.wikipedia.org/wiki/Royal_Society
October 2025,DATE,https://en.wikipedia.org/wiki/Royal_Society
Society,ORG,https://en.wikipedia.org/wiki/Royal_Society
23 August 2015,DATE,https://en.wikipedia.org/wiki/Royal_Society
18 March 2011,DATE,https://en.wikipedia.org/wiki/Royal_Society
Jonathan,PERSON,https://en.wikipedia.org/wiki/Royal_Society
Meyrick H.,PERSON,https://en.wikipedia.org/wiki/Royal_Society
Hayman,PERSON,https://en.wikipedia.org/wiki/Royal_Society
Geneva,GPE,https://en.wikipedia.org/wiki/Royal_Society
Denis Papin,PERSON,https://en.wikipedia.org/wiki/Royal_Society
19 June 2020,DATE,https://en.wikipedia.org/wiki/Royal_Society
The Duke of Kent,PERSON,https://en.wikipedia.org/wiki/Royal_Society
John Nash,PERSON,https://en.wikipedia.org/wiki/Royal_Society
4 February 2009,DATE,https://en.wikipedia.org/wiki/Royal_Society
1971,DATE,https://en.wikipedia.org/wiki/Royal_Society
the financial year 1876/1877,DATE,https://en.wikipedia.org/wiki/Royal_Society
Nullius,PERSON,https://en.wikipedia.org/wiki/Royal_Society
Robert Moray.[15,PERSON,https://en.wikipedia.org/wiki/Royal_Society
the two months,DATE,https://en.wikipedia.org/wiki/Royal_Society
Treballs de la SCB,ORG,https://en.wikipedia.org/wiki/Royal_Society
1939,DATE,https://en.wikipedia.org/wiki/Royal_Society
Washington,GPE,https://en.wikipedia.org/wiki/Royal_Society
6 September 2015,DATE,https://en.wikipedia.org/wiki/Royal_Society
1852,DATE,https://en.wikipedia.org/wiki/Royal_Society
8 December 2009,DATE,https://en.wikipedia.org/wiki/Royal_Society
10 November 2020,DATE,https://en.wikipedia.org/wiki/Royal_Society
Horace,PERSON,https://en.wikipedia.org/wiki/Royal_Society
Hart,PERSON,https://en.wikipedia.org/wiki/Royal_Society
J. V. Andreae's,PERSON,https://en.wikipedia.org/wiki/Royal_Society
18 June 2020[92,DATE,https://en.wikipedia.org/wiki/Royal_Society
8 October 2025,DATE,https://en.wikipedia.org/wiki/Royal_Society
1 October 2017,DATE,https://en.wikipedia.org/wiki/Royal_Society
Benjamin Franklin,PERSON,https://en.wikipedia.org/wiki/Royal_Society
16 May 2019,DATE,https://en.wikipedia.org/wiki/Royal_Society
30 September 1667,DATE,https://en.wikipedia.org/wiki/Royal_Society
2019,DATE,https://en.wikipedia.org/wiki/Royal_Society
